"parent_url","image","address","link","Searchresult number","Searchresult number_link","street","street link","suburb","suburb link","Opentime","Opentime link","energy rating","energy rating link","Value numbers","Value numbers_link","rent","rent link","type of property","type of property link","contact","contact link","agency","agency link","agency image","Searchagent image_alt","Searchagent image_link"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://6d95608e2d89ae10422c-c46c7287a4bf19d27f2f4777f97cfc1e.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/9495f3f6da39545485031952faf02326_m.jpg","52/28 Mort Street Braddon ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","10","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","52/28 Mort Street","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","Braddon, ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","Thu Feb 16, 9:05am-9:20am","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","5.0","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411; https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411; https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","$375 per week","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","Josephine Jankovic","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","Independent Property Management","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411","https://3da0ced4785442776678-08a894882bf51b406f4cf76f525c842a.ssl.cf4.rackcdn.com/ahda/agent/logo/8dffb9fc30fd49191731d778dbe6c46e_agency_t.png","Independent Property Management","https://www.allhomes.com.au/ah/act/rent-residential/52-28-mort-street-braddon-canberra/1317341950411"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://af4a05848e69fc296536-6eb118b1fd7d7fa80552c5fe8f8a5bff.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/1198d55897ceafe568befefc3746d4c0_m.jpg","73/77 Northbourne Ave Turner ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","9","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","73/77 Northbourne Ave","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","Turner, ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","","","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011; https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011; https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","$450 per week","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","Maree Aloe","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","Luton Properties Weston Creek","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011","https://360ebdaeb8d2cae05afa-42560f072e42ffe294a54d376a3a1afb.ssl.cf4.rackcdn.com/ahda/agent/logo/76b5de50067d7c8bbbf34d8a21255bc5_agency_t.jpg","Luton Properties Weston Creek","https://www.allhomes.com.au/ah/act/rent-residential/73-77-northbourne-ave-turner-canberra/1317341921011"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://d5a212bd2263b410dc7d-2221b7a4342ba516835eebedc8724e2e.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/9d7904ee69fa7d2534468ae04a7c5932_m.jpg","4B Marmion Place Stirling ACT 2611","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","12","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","4B Marmion Place","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","Stirling, ACT 2611","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","","","","","3; 1; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211; https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211; https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211; https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","$535 per week","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","House","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","Emily Antill & Mitchell Cross","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","Peter Blackshaw Real Estate Woden and Weston Creek - Rentals","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211","https://dc69337c02221660f024-debe333b4a474bff5c11cb645b5b84c9.ssl.cf4.rackcdn.com/ahda/agent/logo/e269a57e16da01bf33f76acd9dc62176_agency_t.gif","Peter Blackshaw Real Estate Woden and Weston Creek - Rentals","https://www.allhomes.com.au/ah/act/rent-residential/4b-marmion-place-stirling-canberra/1317341960211"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://b65009a191700398feea-f7d1b31dbd68590fbcb5bed2a5b57079.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/1432c6e01e61dd349c7c9721efb208e4_m.jpg","38/15 Fox Place Lyneham ACT 2602","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","5","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","38/15 Fox Place","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","Lyneham, ACT 2602","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","Wed Feb 15, 3:45pm-4:00pm","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111; https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111; https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","$330 per week","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","Leah Bates","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","LJ Hooker Woden","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111","https://002224929ed051ed2d52-41d1cc5f3642a49c11a6ee5d753623a1.ssl.cf4.rackcdn.com/ahda/agent/logo/f535d5cef55b1c0ed0107f25e81aa10b_agency_t.jpg","LJ Hooker Woden","https://www.allhomes.com.au/ah/act/rent-residential/38-15-fox-place-lyneham-canberra/1317341863111"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://337043a934c4a784fa69-0f2a2f5607fab105434027e052138ef5.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/296fcb9075904d19bf3eb35c9e2f1115_m.jpg","46/19 Howitt Street Kingston ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","12","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","46/19 Howitt Street","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","Kingston, ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","","","","","2; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011; https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011; https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","$410 PER WEEK","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","Richard Davies","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","Belle Property Kingston","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011","https://29a29450762f2db13c14-cc6adecd2d415985bd86ce96a73b55b1.ssl.cf4.rackcdn.com/ahda/agent/logo/e589b577d5a9cd8c01401ed2df4f299d_agency_t.jpg","Belle Property Kingston","https://www.allhomes.com.au/ah/act/rent-residential/46-19-howitt-street-kingston-canberra/1317341877011"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://73434bd6158f32723dd3-f10d04e0cc896443a82e161a93809784.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/fe0d2e7f3412a53176f8efd6d7c901a1_m.jpg","39 Dwyer Street Cook ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","4","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","39 Dwyer Street","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","Cook, ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","Wed Feb 15, 4:00pm-4:15pm","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","","","3; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311; https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311; https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","$560 per week","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","House","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","Sarah Castrission","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","Homefinders Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311","https://af4a05848e69fc296536-6eb118b1fd7d7fa80552c5fe8f8a5bff.ssl.cf4.rackcdn.com/ahda/agent/logo/110e890288bbfdbb8e5c8dec405f49a9_agency_t.gif","Homefinders Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/39-dwyer-street-cook-canberra/1317341946311"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://98c8d5e3009fc1bc3e27-5171bcc1e0ddb782bcf2b581f66262e2.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/9101a8a4b42a3b75065a5b46ec40212d_m.jpg","9/21 Ijong Street Braddon ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","5","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","9/21 Ijong Street","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","Braddon, ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","","","","","2; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211; https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211; https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","$505 per week","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","Jess Meyer & Melanie Brill","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","Rutherford Johnston Properties","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211","https://d980c3bbeadffd6d7699-f9cee44062ce327358a9aaaddcf6225a.ssl.cf4.rackcdn.com/ahda/agent/logo/59167a043f900cac23dd85968f144b51_agency_t.jpg","Rutherford Johnston Properties","https://www.allhomes.com.au/ah/act/rent-residential/9-21-ijong-street-braddon-canberra/1317341952211"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://68170719626c3c130079-fc6e442f6ae7364a887832733bbce16b.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/53ea42e506d1a198403021c2c2b7943b_m.jpg","16/41 Jinka Street Hawker ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","9","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","16/41 Jinka Street","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","Hawker, ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","Thu Feb 16, 1:00pm-1:30pm","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","","","3; 1; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211; https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211; https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211; https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","$450 per week","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","Townhouse","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","Private Rental","https://www.allhomes.com.au/ah/act/rent-residential/16-41-jinka-street-hawker-canberra/1317341949211","","","","",""
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://9ac898de5b82fa02fdcd-40e3fbc4a86fab6d7a4bf0cad8770849.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/fbd14fe2b71ea01b2c61afc6cfacaf1d_m.jpg","3/5 Walsh Place Curtin ACT 2605","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","5","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","3/5 Walsh Place","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","Curtin, ACT 2605","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","","","2.5","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","2; 1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211; https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211; https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211; https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","$350 per week","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","Luke Dal Pozzo","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","Blewitt Properties","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211","https://af7c99d3d68ac7c49ceb-86a86923a0d3a601a8260e746ceafc0b.ssl.cf4.rackcdn.com/ahda/agent/logo/ecb090e8cf9b0fe41ff6dfdf30fa56b0_agency_t.jpg","Blewitt Properties","https://www.allhomes.com.au/ah/act/rent-residential/3-5-walsh-place-curtin-canberra/1317341946211"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://7950328491942fd1975f-f8492469d138eb83ee83f1d589686efb.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/3e73cafe703ad81972e93a90f8110c20_m.jpg","4/70 Kings Canyon Street Harrison ACT 2914","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","6","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","4/70 Kings Canyon Street","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","Harrison, ACT 2914","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","Sat Feb 18, 9:30am-9:45am","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411; https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411; https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","$310 per week","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","Ashleigh McGregor & Grace Hooper","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","McGrath Estate Agents Gungahlin","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411","https://6d1d88659b723eb60d1e-abe06a6ef0d13d3f82f3edc69e997706.ssl.cf4.rackcdn.com/ahda/agent/logo/9cd59580e8374ba560eab00535784447_agency_t.gif","McGrath Estate Agents Gungahlin","https://www.allhomes.com.au/ah/act/rent-residential/4-70-kings-canyon-street-harrison-canberra/1317341928411"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://96a34756443dd3847627-859f1077a0d6e7f1eb5ac1b8444318fe.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/10/8c5639a834c8224b437ab2e4746e09e4_m.jpg","10/48 Henty Street Braddon ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","14","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","10/48 Henty Street","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","Braddon, ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","","","","","1; 1","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811; https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","$360 per week","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","Craig Sleeman","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","McGrath Estate Agents Dickson","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811","https://6d1d88659b723eb60d1e-abe06a6ef0d13d3f82f3edc69e997706.ssl.cf4.rackcdn.com/ahda/agent/logo/9cd59580e8374ba560eab00535784447_agency_t.gif","McGrath Estate Agents Dickson","https://www.allhomes.com.au/ah/act/rent-residential/10-48-henty-street-braddon-canberra/1317341775811"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://75af54049ea4ace54060-03c4cd443a77ebc0a9419b6f1a5fddcb.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/09/83d26d65de1b1b775170af8d04941e75_m.jpg","12 Slowey Place Bruce ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","8","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","12 Slowey Place","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","Bruce, ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","","","","","4; 2; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211; https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211; https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211; https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","$640 per week","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","House","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","Private Rental","https://www.allhomes.com.au/ah/act/rent-residential/12-slowey-place-bruce-canberra/1317341924211","","","","",""
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://8d0eaba6d961f1ccdd88-748ed41bada6dc63d8ab114c9582e6e2.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/09/2401240517c945d9da6cf56db7c6bd98_m.jpg","8 Dominion Circuit Forrest ACT 2603","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","11","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","8 Dominion Circuit","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","Forrest, ACT 2603","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","","","","","2; 2; 2","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811; https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811; https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","$750 - $1,100 per week","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","Beatrix Nagy","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","Boutique Properties Canberra","https://www.allhomes.com.au/ah/act/rent-residential/8-dominion-circuit-forrest-canberra/1317341000811","","",""
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://77726e72af3fa9e6f37e-b8b4bab9ad61d57e983e0cee93c30170.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/09/5a456fc298a741d92b73209452e0e1bc_m.jpg","11/17 Trevillian Quay Kingston ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","11","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","11/17 Trevillian Quay","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","Kingston, ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","","","6.0","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","3; 2; 2","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211; https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211; https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","$920 per week","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","Private Rental","https://www.allhomes.com.au/ah/act/rent-residential/11-17-trevillian-quay-kingston-canberra/1317341913211","","","","",""
"https://www.allhomes.com.au/ah/search/rent-residential/?page=7","https://49488b35e81c6fd1e55b-1648989f59779fc4a41858901b1760ae.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/09/6aadd512dd848a275963e860030e710d_m.jpg","12 David Street Turner ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","18","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","12 David Street","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","Turner, ACT 2612","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","","","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911; https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911; https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","$430 per week","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","Metropolis Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","Metropolis Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911","https://98c8d5e3009fc1bc3e27-5171bcc1e0ddb782bcf2b581f66262e2.ssl.cf4.rackcdn.com/ahda/agent/logo/91c06b6f669abd1a820150182d927396_agency_t.gif","Metropolis Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/12-david-street-turner-canberra/1317341003911"
